Equipment ID,Green Tag Date,Blue Tag Date,Deadline,SLA Status
3F11AQ12-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AQ13-XX-XX-XXX,2024-11-27,2024-11-27,2024-12-04,On Time
3F11AQ14-XX-XX-XXX,2024-11-15,2024-11-22,2024-11-22,On Time
3F11AQ19-XX-XX-XXX,2024-09-25,2024-09-27,2024-10-02,On Time
3F11AQ24-XX-XX-XXX,2023-12-19,2023-12-21,2023-12-26,On Time
3F11AR11-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AR12-XX-XX-XXX,2024-11-27,2024-11-27,2024-12-04,On Time
3F11AR13-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AR14-XX-XX-XXX,2024-11-15,2024-11-22,2024-11-22,On Time
3F11AR18-XX-XX-XXX,2024-09-10,2024-09-11,2024-09-17,On Time
3F11AR19-XX-XX-XXX,2024-07-23,2024-07-23,2024-07-30,On Time
3F11AR21-XX-XX-XXX,2024-11-20,2024-11-21,2024-11-27,On Time
3F11AS12-XX-XX-XXX,2024-08-15,2024-08-19,2024-08-22,On Time
3F11AS13-XX-XX-XXX,2024-12-05,2024-12-06,2024-12-12,On Time
3F11AS18-XX-XX-XXX,2024-07-27,2024-07-29,2024-08-05,On Time
3F11AS19-XX-XX-XXX,2024-07-19,2024-07-22,2024-07-26,On Time
3F11AT11-XX-XX-XXX,2023-12-22,2023-12-22,2023-12-29,On Time
3F11AT12-XX-XX-XXX,2024-11-05,2024-11-05,2024-11-12,On Time
3F11AT13-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F11AT17-XX-XX-XXX,2024-06-24,2024-06-25,2024-07-01,On Time
3F11AT18-XX-XX-XXX,2024-09-20,2024-09-24,2024-09-27,On Time
3F11AT19-XX-XX-XXX,2024-09-25,2024-09-27,2024-10-02,On Time
3F11AT20-XX-XX-XXX,2024-07-31,2024-08-01,2024-08-07,On Time
3F11AT21-XX-XX-XXX,2024-07-11,2024-07-12,2024-07-18,On Time
3F11AT28-XX-XX-XXX,2024-08-20,2024-11-06,2024-08-27,Late
3F11AU09-XX-XX-XXX,2024-04-12,2024-04-15,2024-04-19,On Time
3F11AU17-XX-XX-XXX,2024-07-30,2024-08-07,2024-08-06,Late
3F11AU18-XX-XX-XXX,2024-07-30,2024-08-07,2024-08-06,Late
3F11AU19-XX-XX-XXX,2024-12-11,2024-12-12,2024-12-18,On Time
3F11AU20-XX-XX-XXX,2025-02-28,2025-03-03,2025-03-07,On Time
3F11AU21-XX-XX-XXX,2024-10-10,2024-10-11,2024-10-17,On Time
3F11AU22-XX-XX-XXX,2024-10-08,2024-10-08,2024-10-15,On Time
3F11AU24-XX-XX-XXX,2024-03-19,2024-03-19,2024-03-26,On Time
3F11AV07-XX-XX-XXX,2024-03-30,2024-04-02,2024-04-08,On Time
3F11AV11-XX-XX-XXX,2024-09-25,2024-09-27,2024-10-02,On Time
3F11AV12-XX-XX-XXX,2024-12-19,2024-12-20,2024-12-26,On Time
3F11AV13-XX-XX-XXX,2024-09-16,2024-09-17,2024-09-23,On Time
3F11AV24-XX-XX-XXX,2024-03-19,2024-03-19,2024-03-26,On Time
3F11AW17-XX-XX-XXX,2024-10-10,2024-10-10,2024-10-17,On Time
3F11AW18-XX-XX-XXX,2024-10-14,2024-10-16,2024-10-21,On Time
3F11AW19-XX-XX-XXX,2025-02-28,2025-03-03,2025-03-07,On Time
3F11AW20-XX-XX-XXX,2025-01-10,2025-01-13,2025-01-17,On Time
3F11AW24-XX-XX-XXX,2024-03-19,2024-03-19,2024-03-26,On Time
3F11AX06-XX-XX-XXX,2024-03-30,2024-04-01,2024-04-08,On Time
3F11AX07-XX-XX-XXX,2024-04-11,2024-04-11,2024-04-18,On Time
3F11AX09-XX-XX-XXX,2024-03-15,2024-03-15,2024-03-22,On Time
3F11AX11-XX-XX-XXX,2024-08-15,2024-09-05,2024-08-22,Late
3F11AX12-XX-XX-XXX,2024-11-04,2024-11-04,2024-11-11,On Time
3F11AX13-XX-XX-XXX,2024-11-20,2024-11-20,2024-11-27,On Time
3F11AX14-XX-XX-XXX,2024-10-26,2024-10-29,2024-11-04,On Time
3F11AX17-XX-XX-XXX,2024-05-10,2024-05-15,2024-05-17,On Time
3F11AX18-XX-XX-XXX,2024-12-04,2024-12-04,2024-12-11,On Time
3F11AX19-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AX20-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AX21-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AX22-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
3F11AX24-XX-XX-XXX,2024-03-19,2024-03-19,2024-03-26,On Time
3F11AY09-XX-XX-XXX,2024-07-08,2024-07-09,2024-07-15,On Time
3F11AY13-XX-XX-XXX,2024-09-16,2024-09-17,2024-09-23,On Time
3F11AY14-XX-XX-XXX,2024-10-18,2024-10-22,2024-10-25,On Time
3F11AZ11-XX-XX-XXX,2024-11-11,2024-11-12,2024-11-18,On Time
3F11AZ12-XX-XX-XXX,2024-11-02,2024-11-02,2024-11-11,On Time
3F11AZ13-XX-XX-XXX,2024-09-10,2024-09-13,2024-09-17,On Time
3F11AZ14-XX-XX-XXX,2024-12-02,2024-12-02,2024-12-09,On Time
3F11AZ24-XX-XX-XXX,2024-03-19,2024-03-19,2024-03-26,On Time
3F11BA11-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F11BA12-XX-XX-XXX,2024-11-13,2024-11-13,2024-11-20,On Time
3F11BA13-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F11BA14-XX-XX-XXX,2024-08-08,2024-08-09,2024-08-15,On Time
3F11BA17-XX-XX-XXX,2024-05-03,2024-05-10,2024-05-10,On Time
3F11BA18-XX-XX-XXX,2024-11-01,2024-11-01,2024-11-08,On Time
3F11BA19-XX-XX-XXX,2024-10-03,2024-10-03,2024-10-10,On Time
3F11BB09-XX-XX-XXX,2024-05-17,2024-05-17,2024-05-24,On Time
3F11BB17-XX-XX-XXX,2024-09-09,2024-09-27,2024-09-16,Late
3F11BB18-XX-XX-XXX,2024-11-05,2024-11-05,2024-11-12,On Time
3F11BB19-XX-XX-XXX,2024-11-18,2024-11-18,2024-11-25,On Time
3F11BB24-XX-XX-XXX,2024-03-19,2024-03-19,2024-03-26,On Time
3F11BC09-XX-XX-XXX,2024-08-12,2024-08-19,2024-08-19,On Time
3F11BD04-XX-XX-XXX,2024-07-27,2024-07-29,2024-08-05,On Time
3F11BD05-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F11BD10-XX-XX-XXX,2024-09-19,2024-09-23,2024-09-26,On Time
3F11BE09-XX-XX-XXX,2024-04-02,2024-04-02,2024-04-09,On Time
3F11BE10-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F11BE17-XX-XX-XXX,2024-08-02,2024-08-05,2024-08-09,On Time
3F11BE18-XX-XX-XXX,2024-10-29,2024-10-30,2024-11-05,On Time
3F11BE19-XX-XX-XXX,2024-10-31,2024-10-31,2024-11-07,On Time
3F11BE20-XX-XX-XXX,2024-10-11,2024-10-16,2024-10-18,On Time
3F11BE21-XX-XX-XXX,2024-11-08,2024-11-09,2024-11-15,On Time
3F11BE25-XX-XX-XXX,2024-04-08,2024-04-09,2024-04-15,On Time
3F11BF09-XX-XX-XXX,2024-04-02,2024-04-02,2024-04-09,On Time
3F11BF17-XX-XX-XXX,2024-11-13,2024-11-13,2024-11-20,On Time
3F11BF18-XX-XX-XXX,2024-11-13,2024-11-13,2024-11-20,On Time
3F11BF19-XX-XX-XXX,2025-01-17,2025-01-17,2025-01-24,On Time
3F11BF24-XX-XX-XXX,2024-05-03,2024-05-07,2024-05-10,On Time
3F11BG17-XX-XX-XXX,2024-11-23,2024-11-25,2024-12-02,On Time
3F11BG18-XX-XX-XXX,2024-11-23,2024-11-25,2024-12-02,On Time
3F11BG19-XX-XX-XXX,2025-01-20,2025-01-20,2025-01-27,On Time
3F11BG20-XX-XX-XXX,2025-01-29,2025-01-29,2025-02-05,On Time
3F11BG21-XX-XX-XXX,2024-11-16,2024-11-18,2024-11-25,On Time
3F11BG22-XX-XX-XXX,2024-12-13,2024-12-13,2024-12-20,On Time
3F11BG24-XX-XX-XXX,2024-03-30,2024-04-01,2024-04-08,On Time
3F11BH10-XX-XX-XXX,2024-07-08,2024-07-09,2024-07-15,On Time
3F11BJ08-XX-XX-XXX,2024-11-25,2024-12-14,2024-12-02,Late
3F11BJ09-XX-XX-XXX,2024-06-24,2024-06-25,2024-07-01,On Time
3F11BJ10-XX-XX-XXX,2024-07-12,2024-07-22,2024-07-19,Late
3F11BJ24-XX-XX-XXX,2024-05-10,2024-05-15,2024-05-17,On Time
3F11BK09-XX-XX-XXX,2024-06-24,2024-06-25,2024-07-01,On Time
3F11BK11-XX-XX-XXX,2024-08-27,2024-09-05,2024-09-03,Late
3F11BK12-XX-XX-XXX,2024-07-10,2024-07-12,2024-07-17,On Time
3F11BK13-XX-XX-XXX,2024-07-23,2024-07-23,2024-07-30,On Time
3F11BK14-XX-XX-XXX,2024-07-01,2024-07-01,2024-07-08,On Time
3F11BK18-XX-XX-XXX,2024-12-04,2024-12-04,2024-12-11,On Time
3F11BK19-XX-XX-XXX,2024-11-16,2024-11-18,2024-11-25,On Time
3F11BK20-XX-XX-XXX,2024-11-27,2024-11-27,2024-12-04,On Time
3F11BK21-XX-XX-XXX,2024-11-06,2024-11-06,2024-11-13,On Time
3F11BK22-XX-XX-XXX,2024-12-11,2024-12-11,2024-12-18,On Time
3F11BL24-XX-XX-XXX,2024-09-03,2024-09-10,2024-09-10,On Time
3F11TA09-XX-XX-XXX,2024-07-31,2024-10-29,2024-08-07,Late
3F11TA24-XX-XX-XXX,2024-09-12,2024-09-17,2024-09-19,On Time
3F11TB10-XX-XX-XXX,2024-12-04,2024-12-05,2024-12-11,On Time
3F11TB22-XX-XX-XXX,2024-11-27,2024-11-27,2024-12-04,On Time
3F11TB23-XX-XX-XXX,2024-11-27,2024-11-27,2024-12-04,On Time
3F12AA10-XX-XX-XXX,2024-09-19,2024-09-19,2024-09-26,On Time
3F12AA11-XX-XX-XXX,2024-09-19,2024-09-19,2024-09-26,On Time
3F12AA12-XX-XX-XXX,2024-08-28,2024-09-05,2024-09-04,Late
3F12AA13-XX-XX-XXX,2024-09-16,2024-09-17,2024-09-23,On Time
3F12AA14-XX-XX-XXX,2024-09-16,2024-09-19,2024-09-23,On Time
3F12AA15-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F12AC09-XX-XX-XXX,2024-04-26,2024-04-30,2024-05-03,On Time
3F12AC15-XX-XX-XXX,2024-09-19,2024-09-19,2024-09-26,On Time
3F12AC24-XX-XX-XXX,2024-07-03,2024-07-12,2024-07-10,Late
3F12AD09-XX-XX-XXX,2024-04-18,2024-04-19,2024-04-25,On Time
3F12AD12-XX-XX-XXX,2024-08-02,2024-08-06,2024-08-09,On Time
3F12AD13-XX-XX-XXX,2024-09-05,2024-09-06,2024-09-12,On Time
3F12AD14-XX-XX-XXX,2024-08-16,2024-08-19,2024-08-23,On Time
3F12AD15-XX-XX-XXX,2024-07-20,2024-07-22,2024-07-29,On Time
3F12AE10-XX-XX-XXX,2024-10-03,2024-10-07,2024-10-10,On Time
3F12AE11-XX-XX-XXX,2024-07-19,2024-07-22,2024-07-26,On Time
3F12AE13-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F12AF09-XX-XX-XXX,2024-07-03,2024-07-10,2024-07-10,On Time
3F12AF10-XX-XX-XXX,2024-10-03,2024-10-04,2024-10-10,On Time
3F12AF12-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F12AF13-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12AF24-XX-XX-XXX,2024-07-29,2024-07-31,2024-08-05,On Time
3F12AG11-XX-XX-XXX,2024-10-26,2024-10-31,2024-11-04,On Time
3F12AG12-XX-XX-XXX,2024-09-20,2024-09-23,2024-09-27,On Time
3F12AG15-XX-XX-XXX,2024-07-24,2024-07-25,2024-07-31,On Time
3F12AH09-XX-XX-XXX,2024-04-20,2024-04-22,2024-04-29,On Time
3F12AH10-XX-XX-XXX,2024-09-11,2024-09-17,2024-09-18,On Time
3F12AH11-XX-XX-XXX,2024-09-18,2024-09-19,2024-09-25,On Time
3F12AH14-XX-XX-XXX,2024-07-02,2024-07-11,2024-07-09,Late
3F12AH15-XX-XX-XXX,2024-08-05,2024-08-06,2024-08-12,On Time
3F12AH24-XX-XX-XXX,2024-05-08,2024-05-09,2024-05-15,On Time
3F12AJ10-XX-XX-XXX,2024-07-27,2024-07-30,2024-08-05,On Time
3F12AJ11-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12AJ14-XX-XX-XXX,2024-07-01,2024-07-01,2024-07-08,On Time
3F12AJ15-XX-XX-XXX,2024-10-31,2024-10-31,2024-11-07,On Time
3F12AK09-XX-XX-XXX,2025-01-04,2025-01-06,2025-01-13,On Time
3F12AK14-XX-XX-XXX,2024-07-01,2024-07-01,2024-07-08,On Time
3F12AK15-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12AK24-XX-XX-XXX,2024-08-15,2024-09-05,2024-08-22,Late
3F12AL04-XX-XX-XXX,2024-05-03,2024-05-13,2024-05-10,Late
3F12AL10-XX-XX-XXX,2024-07-27,2024-08-01,2024-08-05,On Time
3F12AL11-XX-XX-XXX,2024-11-05,2024-11-05,2024-11-12,On Time
3F12AL12-XX-XX-XXX,2024-11-11,2024-11-13,2024-11-18,On Time
3F12AL13-XX-XX-XXX,2024-10-18,2024-10-19,2024-10-25,On Time
3F12AM04-XX-XX-XXX,2024-04-02,2024-04-02,2024-04-09,On Time
3F12AM12-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F12AM13-XX-XX-XXX,2024-09-05,2024-09-09,2024-09-12,On Time
3F12AN09-XX-XX-XXX,2024-06-26,2024-06-28,2024-07-03,On Time
3F12AN12-XX-XX-XXX,2024-09-18,2024-09-19,2024-09-25,On Time
3F12AN13-XX-XX-XXX,2024-10-03,2024-10-03,2024-10-10,On Time
3F12AN14-XX-XX-XXX,2024-08-02,2024-08-05,2024-08-09,On Time
3F12AN24-XX-XX-XXX,2024-07-24,2024-07-24,2024-07-31,On Time
3F12AQ09-XX-XX-XXX,2024-08-06,2024-08-07,2024-08-13,On Time
3F12AQ11-XX-XX-XXX,2024-09-04,2024-09-06,2024-09-11,On Time
3F12AQ12-XX-XX-XXX,2024-07-27,2024-08-05,2024-08-05,On Time
3F12AQ13-XX-XX-XXX,2024-10-01,2024-10-02,2024-10-08,On Time
3F12AQ14-XX-XX-XXX,2024-08-15,2024-09-05,2024-08-22,Late
3F12AQ15-XX-XX-XXX,2024-10-26,2024-10-29,2024-11-04,On Time
3F12AQ24-XX-XX-XXX,2024-08-06,2024-08-12,2024-08-13,On Time
3F12AR10-XX-XX-XXX,2024-11-08,2024-11-08,2024-11-15,On Time
3F12AR11-XX-XX-XXX,2024-09-06,2024-09-09,2024-09-13,On Time
3F12AR12-XX-XX-XXX,2024-12-04,2024-12-05,2024-12-11,On Time
3F12AR13-XX-XX-XXX,2024-12-05,2024-12-09,2024-12-12,On Time
3F12AR14-XX-XX-XXX,2024-07-24,2024-07-25,2024-07-31,On Time
3F12AR19-XX-XX-XXX,2024-10-07,2024-10-08,2024-10-14,On Time
3F12AR21-XX-XX-XXX,2024-09-10,2024-09-13,2024-09-17,On Time
3F12AR22-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F12AS09-XX-XX-XXX,2024-06-24,2024-06-27,2024-07-01,On Time
3F12AS24-XX-XX-XXX,2024-09-04,2024-09-06,2024-09-11,On Time
3F12AT11-XX-XX-XXX,2024-11-06,2024-11-06,2024-11-13,On Time
3F12AT12-XX-XX-XXX,2024-11-05,2024-11-05,2024-11-12,On Time
3F12AT13-XX-XX-XXX,2024-09-23,2024-09-24,2024-09-30,On Time
3F12AT14-XX-XX-XXX,2024-09-05,2024-09-10,2024-09-12,On Time
3F12AT15-XX-XX-XXX,2024-09-23,2024-09-24,2024-09-30,On Time
3F12AT19-XX-XX-XXX,2024-09-23,2024-09-24,2024-09-30,On Time
3F12AT20-XX-XX-XXX,2024-09-23,2024-09-24,2024-09-30,On Time
3F12AT21-XX-XX-XXX,2024-07-31,2024-08-01,2024-08-07,On Time
3F12AU10-XX-XX-XXX,2024-09-23,2024-09-24,2024-09-30,On Time
3F12AU11-XX-XX-XXX,2024-11-13,2024-11-14,2024-11-20,On Time
3F12AU12-XX-XX-XXX,2024-11-06,2024-11-07,2024-11-13,On Time
3F12AU13-XX-XX-XXX,2024-09-19,2024-09-23,2024-09-26,On Time
3F12AU21-XX-XX-XXX,2024-09-16,2024-09-17,2024-09-23,On Time
3F12AV18-XX-XX-XXX,2024-12-11,2024-12-13,2024-12-18,On Time
3F12AV19-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12AV21-XX-XX-XXX,2024-10-10,2024-10-10,2024-10-17,On Time
3F12AV22-XX-XX-XXX,2024-12-11,2024-12-12,2024-12-18,On Time
3F12AV23-XX-XX-XXX,2024-10-07,2024-10-09,2024-10-14,On Time
3F12AV24-XX-XX-XXX,2024-07-03,2024-07-11,2024-07-10,Late
3F12AW13-XX-XX-XXX,2024-09-25,2024-09-27,2024-10-02,On Time
3F12AW14-XX-XX-XXX,2024-09-04,2024-09-04,2024-09-11,On Time
3F12AW19-XX-XX-XXX,2024-10-10,2024-10-10,2024-10-17,On Time
3F12AW20-XX-XX-XXX,2024-10-07,2024-10-08,2024-10-14,On Time
3F12AW21-XX-XX-XXX,2024-10-07,2024-10-07,2024-10-14,On Time
3F12AW22-XX-XX-XXX,2024-10-01,2024-10-03,2024-10-08,On Time
3F12AW23-XX-XX-XXX,2024-10-10,2024-10-19,2024-10-17,Late
3F12AX04-XX-XX-XXX,2024-07-17,2024-07-19,2024-07-24,On Time
3F12AX09-XX-XX-XXX,2024-08-02,2024-08-06,2024-08-09,On Time
3F12AX11-XX-XX-XXX,2024-08-22,2024-08-28,2024-08-29,On Time
3F12AX12-XX-XX-XXX,2024-08-16,2024-09-05,2024-08-23,Late
3F12AX13-XX-XX-XXX,2024-07-27,2024-08-06,2024-08-05,Late
3F12AX24-XX-XX-XXX,2024-07-03,2024-07-11,2024-07-10,Late
3F12AY04-XX-XX-XXX,2024-07-15,2024-07-19,2024-07-22,On Time
3F12AY09-XX-XX-XXX,2024-08-01,2024-08-02,2024-08-08,On Time
3F12AY11-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12AY12-XX-XX-XXX,2024-09-16,2024-09-17,2024-09-23,On Time
3F12AY15-XX-XX-XXX,2024-10-18,2024-10-22,2024-10-25,On Time
3F12AY19-XX-XX-XXX,2024-12-05,2024-12-05,2024-12-12,On Time
3F12AZ09-XX-XX-XXX,2024-07-29,2024-08-01,2024-08-05,On Time
3F12AZ10-XX-XX-XXX,2024-10-26,2024-10-30,2024-11-04,On Time
3F12AZ12-XX-XX-XXX,2024-09-05,2024-09-09,2024-09-12,On Time
3F12AZ14-XX-XX-XXX,2024-09-23,2024-09-24,2024-09-30,On Time
3F12AZ15-XX-XX-XXX,2024-09-16,2024-09-18,2024-09-23,On Time
3F12AZ18-XX-XX-XXX,2024-07-30,2024-08-02,2024-08-06,On Time
3F12AZ22-XX-XX-XXX,2024-07-30,2024-08-05,2024-08-06,On Time
3F12AZ23-XX-XX-XXX,2024-07-30,2024-07-31,2024-08-06,On Time
3F12BA12-XX-XX-XXX,2024-10-29,2024-10-30,2024-11-05,On Time
3F12BA13-XX-XX-XXX,2024-10-29,2024-10-30,2024-11-05,On Time
3F12BA14-XX-XX-XXX,2024-10-29,2024-10-29,2024-11-05,On Time
3F12BA19-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12BA20-XX-XX-XXX,2024-11-01,2024-11-01,2024-11-08,On Time
3F12BA21-XX-XX-XXX,2024-09-16,2024-09-17,2024-09-23,On Time
3F12BA23-XX-XX-XXX,2024-09-05,2024-09-09,2024-09-12,On Time
3F12BB12-XX-XX-XXX,2024-09-10,2024-09-13,2024-09-17,On Time
3F12BB13-XX-XX-XXX,2024-09-18,2024-09-19,2024-09-25,On Time
3F12BB14-XX-XX-XXX,2024-11-02,2024-11-04,2024-11-11,On Time
3F12BC09-XX-XX-XXX,2024-05-30,2024-06-03,2024-06-06,On Time
3F12BC11-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12BC12-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12BC13-XX-XX-XXX,2024-10-26,2024-10-29,2024-11-04,On Time
3F12BC14-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12BC24-XX-XX-XXX,2024-09-17,2024-09-19,2024-09-24,On Time
3F12BD14-XX-XX-XXX,2024-10-07,2024-10-08,2024-10-14,On Time
3F12BE09-XX-XX-XXX,2024-08-05,2024-08-06,2024-08-12,On Time
3F12BE11-XX-XX-XXX,2024-09-19,2024-09-19,2024-09-26,On Time
3F12BE13-XX-XX-XXX,2024-11-07,2024-11-08,2024-11-14,On Time
3F12BE24-XX-XX-XXX,2024-08-02,2024-08-07,2024-08-09,On Time
3F12BF09-XX-XX-XXX,2024-08-02,2024-08-06,2024-08-09,On Time
3F12BG09-XX-XX-XXX,2024-07-11,2024-07-12,2024-07-18,On Time
3F12BG11-XX-XX-XXX,2024-07-27,2024-08-01,2024-08-05,On Time
3F12BG13-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
3F12BJ11-XX-XX-XXX,2024-09-04,2024-09-04,2024-09-11,On Time
3F12BJ14-XX-XX-XXX,2024-09-09,2024-09-17,2024-09-16,Late
3F12BK09-XX-XX-XXX,2024-08-29,2024-09-05,2024-09-05,On Time
3F12BK24-XX-XX-XXX,2024-09-17,2024-09-17,2024-09-24,On Time
3F12BL11-XX-XX-XXX,2024-12-09,2024-12-11,2024-12-16,On Time
3F12TA08-XX-XX-XXX,2024-11-23,2024-11-25,2024-12-02,On Time
3F12TA09-XX-XX-XXX,2024-12-02,2024-12-04,2024-12-09,On Time
3F12TA10-XX-XX-XXX,2024-11-14,2024-11-15,2024-11-21,On Time
3F12TA11-XX-XX-XXX,2025-01-10,2025-01-13,2025-01-17,On Time
3F12TA16-XX-XX-XXX,2025-01-07,2025-01-07,2025-01-14,On Time
3F12TA20-XX-XX-XXX,2024-12-23,2024-12-23,2024-12-30,On Time
3F12TA21-XX-XX-XXX,2024-12-18,2024-12-19,2024-12-25,On Time
3F12TA24-XX-XX-XXX,2024-10-29,2024-10-29,2024-11-05,On Time
3F12TB10-XX-XX-XXX,2024-12-04,2024-12-05,2024-12-11,On Time
3F12TB11-XX-XX-XXX,2024-12-17,2024-12-17,2024-12-24,On Time
3F12TB17-XX-XX-XXX,2024-12-18,2024-12-19,2024-12-25,On Time
3F12TB20-XX-XX-XXX,2024-12-20,2024-12-20,2024-12-27,On Time
3F12TB21-XX-XX-XXX,2025-01-14,2025-01-15,2025-01-21,On Time
3F13AE08-XX-XX-XXX,2024-04-19,2024-04-22,2024-04-26,On Time
3F13AF08-XX-XX-XXX,2024-04-19,2024-04-22,2024-04-26,On Time
3F13AM08-XX-XX-XXX,2024-04-08,2024-04-19,2024-04-15,Late
3F13AM25-XX-XX-XXX,2024-08-15,2024-08-19,2024-08-22,On Time
3F13AN08-XX-XX-XXX,2024-04-08,2024-04-09,2024-04-15,On Time
3F13BB08-XX-XX-XXX,2024-08-15,2024-08-19,2024-08-22,On Time
3F13BB25-XX-XX-XXX,2024-08-30,2024-09-06,2024-09-06,On Time
3F13BC08-XX-XX-XXX,2024-04-22,2024-04-25,2024-04-29,On Time
3F13BH08-XX-XX-XXX,2024-12-04,2024-12-04,2024-12-11,On Time
3F13BH25-XX-XX-XXX,2024-09-25,2024-11-19,2024-10-02,Late
3F14AA08-XX-XX-XXX,2024-09-25,2024-09-27,2024-10-02,On Time
3F14AA09-XX-XX-XXX,2024-10-16,2024-10-22,2024-10-23,On Time
3F14AA24-XX-XX-XXX,2024-09-03,2024-09-10,2024-09-10,On Time
3F14AB09-XX-XX-XXX,2024-04-19,2024-04-19,2024-04-26,On Time
3F14AB24-XX-XX-XXX,2024-08-27,2024-09-05,2024-09-03,Late
3F14AC15-XX-XX-XXX,2024-07-31,2024-08-01,2024-08-07,On Time
3F14AD15-XX-XX-XXX,2024-06-28,2024-07-01,2024-07-05,On Time
3F14AF15-XX-XX-XXX,2024-06-28,2024-07-18,2024-07-05,Late
3F14AG09-XX-XX-XXX,2024-08-27,2024-09-05,2024-09-03,Late
3F14AH09-XX-XX-XXX,2024-06-27,2024-07-17,2024-07-04,Late
3F14AH24-XX-XX-XXX,2024-08-02,2024-08-02,2024-08-09,On Time
3F14AJ09-XX-XX-XXX,2024-10-16,2024-10-22,2024-10-23,On Time
3F14AJ15-XX-XX-XXX,2024-06-28,2024-07-01,2024-07-05,On Time
3F14AJ24-XX-XX-XXX,2024-09-23,2024-09-25,2024-09-30,On Time
3F14AM15-XX-XX-XXX,2024-07-31,2024-08-01,2024-08-07,On Time
3F14AP09-XX-XX-XXX,2025-06-30,2025-06-30,2025-07-07,On Time
3F14AP24-XX-XX-XXX,2024-07-03,2024-07-09,2024-07-10,On Time
3F14AQ08-XX-XX-XXX,2024-07-25,2024-07-26,2024-08-01,On Time
3F14AQ09-XX-XX-XXX,2024-09-17,2024-09-18,2024-09-24,On Time
3F14AQ15-XX-XX-XXX,2024-06-28,2024-06-28,2024-07-05,On Time
3F14AQ24-XX-XX-XXX,2024-08-30,2024-09-06,2024-09-06,On Time
3F14AR24-XX-XX-XXX,2024-08-29,2024-09-05,2024-09-05,On Time
3F14AW09-XX-XX-XXX,2024-10-07,2024-10-09,2024-10-14,On Time
3F14AW15-XX-XX-XXX,2024-11-02,2024-11-02,2024-11-11,On Time
3F14AW24-XX-XX-XXX,2024-07-23,2024-07-23,2024-07-30,On Time
3F14AX09-XX-XX-XXX,2024-11-18,2024-11-18,2024-11-25,On Time
3F14AX24-XX-XX-XXX,2024-10-15,2024-10-19,2024-10-22,On Time
3F14AY15-XX-XX-XXX,2024-11-01,2024-11-01,2024-11-08,On Time
3F14AY24-XX-XX-XXX,2024-11-11,2024-11-11,2024-11-18,On Time
3F14AZ15-XX-XX-XXX,2024-10-29,2024-10-29,2024-11-05,On Time
3F14BC15-XX-XX-XXX,2024-10-29,2024-10-30,2024-11-05,On Time
3F14BD09-XX-XX-XXX,2024-10-29,2024-10-29,2024-11-05,On Time
3F14BE09-XX-XX-XXX,2024-10-04,2024-11-02,2024-10-11,Late
3F14BE24-XX-XX-XXX,2024-11-11,2024-11-11,2024-11-18,On Time
3F14BF15-XX-XX-XXX,2024-11-02,2024-11-02,2024-11-11,On Time
3F14BF24-XX-XX-XXX,2024-10-28,2024-10-29,2024-11-04,On Time
3F14BH15-XX-XX-XXX,2024-10-30,2024-10-30,2024-11-06,On Time
3F14BL09-XX-XX-XXX,2024-11-18,2024-11-18,2024-11-25,On Time
3F14TA10-XX-XX-XXX,2024-10-15,2024-10-22,2024-10-22,On Time
3F14TA11-XX-XX-XXX,2024-09-03,2024-09-10,2024-09-10,On Time
3F14TA15-XX-XX-XXX,2024-12-04,2024-12-04,2024-12-11,On Time
3F14TA18-XX-XX-XXX,2024-10-26,2024-10-30,2024-11-04,On Time
